Fuel Type Code,Station Name,Street Address,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Delray Nissan,2200 S Federal Hwy,Delray Beach,FL,33483,,561-278-6216,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,26.435016,-80.072333,3/7/2022,39965,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Fort Lauderdale Nissan,1051 S Federal Hwy,Fort Lauderdale,FL,33316,,954-527-3400,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-8,26.109825,-80.137099,3/7/2022,39966,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Westside Nissan,1726 Cassat Ave,Jacksonville,FL,32210,,904-389-3621,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,30.288306,-81.730832,6/9/2020,39967,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,Fuccillo Nissan,7447 Blanding Blvd,Jacksonville,FL,32244,,904-270-9954,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,30.212415,-81.736209,6/9/2020,39968,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Rountree-Moore Nissan,4262 W US 90,Lake City,FL,32055,,386-752-5050,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,30.18082,-82.702224,6/9/2020,39969,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Bill Seidle's Nissan,10500 NW 12th St,Miami,FL,33172,,305-633-8000,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,25.783121,-80.366772,3/7/2022,39970,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Palmetto 57 Nissan,16725 NW 57th Ave,Miami,FL,33055,,305-626-2600,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,25.9262,-80.292105,6/9/2020,39971,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,AutoNation Nissan - Miami,3345 SW 8th St,Miami,FL,33135,,305-707-0145,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,25.76506,-80.250516,3/7/2022,39972,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,AutoNation Nissan - Kendall,17305 S Dixie Hwy,Palmetto Bay,FL,33157,,305-259-2600,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,25.609391,-80.348241,6/9/2020,39973,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,AutoNation Nissan - Pembroke Pines,8890 Pines Blvd,Pembroke Pines,FL,33024,,954-949-0421,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,GPS,26.007358,-80.263072,3/7/2022,39974,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Alan Jay Nissan,1700 Flare Rd,Sebring,FL,33870,,863-402-4280,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,GPS,27.485756,-81.481603,3/7/2022,39975,2022-03-07 19:49:53 UTC,P,,,1/16/2017,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Wallace Nissan,4313 S Federal Hwy,Stuart,FL,34997,,772-286-8000,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,27.152729,-80.217708,6/9/2020,39976,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Courtesy Nissan - Tampa,3800 W Hillsborough Ave,Tampa,FL,33614,,813-870-3333,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,27.995139,-82.506186,3/7/2022,39978,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Ferman Nissan - North Tampa,11001 N Florida Ave,Tampa,FL,33612,,813-933-6641,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,28.049764,-82.458596,6/9/2020,39979,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Sutherlin Nissan,946 S US Highway 1,Vero Beach,FL,32962,,772-778-3600,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,GPS,27.585356,-80.376442,6/9/2020,39980,2021-03-11 23:22:17 UTC,P,,,3/15/2011,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Hill Nissan,6401 Cypress Gardens Blvd,Winter Haven,FL,33884,,863-299-2161,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,27.982961,-81.676059,3/7/2022,39982,2022-03-07 19:49:53 UTC,P,,,3/15/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jupiter Town Hall Complex,210 Military Trail,Jupiter,FL,33458,,561-746-5134,E,,Public,,,,,,3,,,Non-Networked,,GPS,26.9322,-80.1027,11/9/2020,40594,2021-03-11 23:22:17 UTC,LG,,,7/14/2011,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,
ELEC,OUC CAY COMMONS 01,4102 Breakview Dr,Orlando,FL,32819,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.424816,-81.445089,5/1/2022,40978,2022-05-01 00:34:38 UTC,,,,8/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC DOMINOS UNIT 01,5944 S Orange Blossom Trail,Orlando,FL,32809,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.470548,-81.396861,5/1/2022,40979,2022-05-01 00:34:38 UTC,,,,8/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC VISTA CAY 01,5012 Shoreway Loop,Orlando,FL,32819,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.429047,-81.44937,5/1/2022,40983,2022-05-01 00:34:38 UTC,,,,8/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC WINGATE 1,5661 Windhover Dr,Orlando,FL,32819,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.485994,-81.457176,5/1/2022,40984,2022-05-01 00:34:38 UTC,,,,8/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,LEE COUNTY GOV ADMIN EAST,2201 2nd St,Fort Myers,FL,33901,,888-758-4389,E,,Public,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.642789,-81.869132,5/1/2022,41800,2022-05-01 00:34:38 UTC,,,,10/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC SHERATON UNIT 1,5905 International Drive,Orlando,FL,32819,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.463514,-81.461419,5/1/2022,41809,2022-05-01 00:34:38 UTC,,,,10/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC OUC GARDENIA 01,3800 Gardenia Ave,Orlando,FL,32839,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.503733,-81.422651,5/1/2022,41810,2022-05-01 00:34:38 UTC,,,,10/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF TAMPA TWIGGS GARAGE 1,901 E Twiggs St,Tampa,FL,33602,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.951258,-82.451781,5/1/2022,41814,2022-05-01 00:34:38 UTC,,,,10/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY BRADENTON RIVERWALK,808 3rd Ave W,Bradenton,FL,34205,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.499076,-82.569442,5/1/2022,42110,2022-05-01 00:34:38 UTC,,,,11/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Orlando Health - Dr. P Phillips Hospital,9400 Turkey Lake Rd,Orlando,FL,32819,,407-351-8500,E,,Public,,,,,,3,,,Non-Networked,,200-8,28.429987,-81.475116,11/9/2020,42124,2022-04-28 20:01:31 UTC,P,,,11/15/2011,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,Free,,,,,,,,,,
ELEC,OUC OUC PERSHING 01,5971 Pershing Ave,Orlando,FL,32822,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.499373,-81.303897,5/1/2022,42125,2022-05-01 00:34:38 UTC,,,,11/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC OC FAMILY SERV,1718 E Michigan Street,Orlando,FL,32806,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.51288,-81.358702,5/1/2022,42131,2022-05-01 00:34:38 UTC,,,,11/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,DON CESAR HOTEL EV CHARGER 01,3400 Gulf Blvd,Saint Pete Beach,FL,33706,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.709441,-82.736735,5/1/2022,42136,2022-05-01 00:34:38 UTC,,,,11/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY BRADENTON JUDICIALGARAGE2,615 12th St W,Bradenton,FL,34205,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.493279,-82.573234,5/1/2022,42285,2022-05-01 00:34:38 UTC,,,,11/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC INFUSION TEA 01,1600 Edgewater Dr,Orlando,FL,32804,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.565738,-81.389771,5/1/2022,42701,2022-05-01 00:34:38 UTC,,,,12/15/2011,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ACCESS MAIL EVSE UNIT 01,14240 62nd St N,Clearwater,FL,33760,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.901732,-82.721249,5/1/2022,43415,2022-05-01 00:34:38 UTC,,,,1/31/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC HILTON UNIT 01,6001 Destination Pkwy,Orlando,FL,32819,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.425298,-81.456277,5/1/2022,43418,2022-05-01 00:34:38 UTC,,,,1/31/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC STCL CITY HALL1,1300 9th St,Saint Cloud,FL,34769,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.249967,-81.28294,5/1/2022,43420,2022-05-01 00:34:38 UTC,,,,1/31/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC STCL SR CTR 1,702 Indiana Ave,Saint Cloud,FL,34769,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.250888,-81.279774,5/1/2022,43422,2022-05-01 00:34:38 UTC,,,,1/31/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Tampa Area Electrical JATC,5625 Harney Rd,Tampa,FL,33610,,813-621-3002,E,,Public - Card key at all times,CleanEnergy,,,,,1,,,Non-Networked,,200-9,27.988197,-82.392164,11/9/2020,43551,2021-03-11 23:22:17 UTC,P,,,3/6/2012,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,
ELEC,Carmine's Coal Fired Pizza,4575 Military Trail,Jupiter,FL,33458,,561-340-3930,E,,Public,,,,,,2,,,Non-Networked,,200-9,26.892152,-80.102668,9/3/2020,43971,2021-03-11 23:22:17 UTC,P,,,2/15/2012,,,,,J1772,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,
ELEC,Weston Nissan,3650 Weston Rd,Davie,FL,33331,,954-888-6800,E,,Public - Call ahead,,,,,,2,1,,Non-Networked,,200-9,26.073774,-80.361864,6/9/2020,44465,2021-03-11 23:22:17 UTC,P,,,11/30/2011,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,OUC AVALON PARK 1,3680 Avalon Park E Blvd,Orlando,FL,32828,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.510519,-81.154682,5/1/2022,45001,2022-05-01 00:34:38 UTC,,,,3/15/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF ORLANDO GEICO UNIT 01,400 W South St,Orlando,FL,32805,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.537663,-81.384224,5/1/2022,45003,2022-05-01 00:34:38 UTC,,,,3/15/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC COO CNL P4-02,460 Boone Ave,Orlando,FL,32801,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.536837,-81.380623,5/1/2022,45005,2022-05-01 00:34:38 UTC,,,,3/15/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,OUC STCL CIVIC CTR1,3001 17th St,Saint Cloud,FL,34769,,888-758-4389,E,,Public,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.241623,-81.307326,5/1/2022,45007,2022-05-01 00:34:38 UTC,,,,3/15/2012,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Solar by Harrimans,140 James St,Venice,FL,34285,,866-777-9276,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,27.083031,-82.42344,1/14/2021,46311,2021-03-11 23:22:17 UTC,P,,,5/11/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_LOT,,,,,,,Free,,,,,,,,,,
ELEC,Harbor Nissan,4336 Tamiami Trail,Port Charlotte,FL,33980,,941-629-1171,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,GPS,26.966836,-82.076851,3/7/2022,46560,2022-03-07 19:49:53 UTC,P,,,1/31/2012,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Fuccillo Nissan,15299 US Highway 19 N,Clearwater,FL,33764,,727-507-3200,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,27.911345,-82.728797,6/9/2020,46562,2021-03-11 23:22:17 UTC,P,,,1/31/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Lokey Nissan,27758 US Highway 19 N,Clearwater,FL,33761,,727-789-8100,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,GPS,28.024503,-82.738817,6/9/2020,46564,2021-03-11 23:22:17 UTC,P,,,1/31/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Coral Springs Nissan,9350 W Atlantic Blvd,Coral Springs,FL,33071,,954-753-1700,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,26.23871,-80.251886,6/9/2020,46566,2021-03-11 23:22:17 UTC,P,,,1/31/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Daytona Nissan,950 N Tomoka Farms Rd,Daytona Beach,FL,32124,,386-274-6800,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,29.215495,-81.10534,3/7/2022,46568,2022-03-07 19:49:53 UTC,P,,,1/31/2012,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Sutherlin Nissan,13985 S Tamiami Trail,Fort Myers,FL,33912,,239-415-8600,E,,Public - Call ahead,,,,,,2,1,,Non-Networked,,200-9,26.539388,-81.870692,3/7/2022,46571,2022-03-07 19:49:53 UTC,P,,,1/31/2012,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Sutherlin Nissan,4815 S US Highway 1,Fort Pierce,FL,34982,,772-464-4645,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,27.377265,-80.326861,6/9/2020,46573,2021-03-11 23:22:17 UTC,P,,,1/31/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Gainesville Nissan,3915 N Main St,Gainesville,FL,32609,,352-378-2311,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,29.689296,-82.318596,6/9/2020,46575,2021-03-11 23:22:17 UTC,P,,,1/31/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Coggin Nissan,10600 Atlantic Blvd,Jacksonville,FL,32225,,,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,GPS,30.324014,-81.524719,3/7/2022,46577,2022-03-07 19:49:53 UTC,P,,,1/31/2012,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Coggin Nissan at the Avenues,10859 Philips Hwy,Jacksonville,FL,32256,,904-880-3000,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,30.172215,-81.544583,3/7/2022,46579,2022-03-07 19:49:53 UTC,P,,,1/31/2012,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jenkins Nissan,4401 State Rd 33 N,Lakeland,FL,33805,,863-686-2800,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,28.09809,-81.949333,3/7/2022,46582,2022-03-07 19:49:53 UTC,P,,,1/31/2012,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Jenkins Nissan,10234 US Highway 441,Leesburg,FL,34788,,352-343-5111,E,,Public - Call ahead,,,,,,1,1,,Non-Networked,,200-9,28.822813,-81.787457,6/9/2020,46584,2021-03-11 23:22:17 UTC,P,,,1/31/2012,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Bill Ray Nissan,2724 N Highway 17-92,Longwood,FL,32750,,407-831-1318,E,,Public - Call ahead,,,,,,1,2,,Non-Networked,,GPS,28.724709,-81.316556,3/7/2022,46586,2022-03-07 19:49:53 UTC,P,,,1/31/2012,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
ELEC,Miller & Miller Nissan,4770 Highway 90,Marianna,FL,32446,,850-482-6317,E,,Public - Call ahead,,,,,,1,,,Non-Networked,,200-9,30.782356,-85.245729,6/9/2020,46588,2021-03-11 23:22:17 UTC,P,,,1/31/2012,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,
